종목명,티커,터치시각,밴드종류,방향,진입가,청산가,보유봉수,청산사유,손익률(%),반전각도(도),반전성공여부,구간,이격도(%),이격도크기,이격도구간
아모레퍼시픽,090430.KS,2018-11-13 00:00:00+09:00,엔하5터치,롱,145356.703125,142506.59375,5,5봉경과,-1.96076913807617,37.02354980841224,True,학습,-29.77786253938484,29.77786253938484,큼
아모레퍼시픽,090430.KS,2019-07-03 00:00:00+09:00,엔하5터치,롱,150042.125,151953.5,5,5봉경과,1.27389224859352,-14.054946338334588,False,학습,-16.73738374056778,16.73738374056778,작음
아모레퍼시픽,090430.KS,2019-08-01 00:00:00+09:00,엔하5터치,롱,127583.6171875,119460.296875,5,5봉경과,-6.3670559681356025,22.454582786617223,True,학습,-19.76199633009582,19.76199633009582,중간
아모레퍼시픽,090430.KS,2019-08-16 00:00:00+09:00,엔하5터치,롱,118504.625,118504.625,5,5봉경과,0.0,-30.27035459179775,False,학습,-20.226445448985757,20.226445448985757,중간
아모레퍼시픽,090430.KS,2021-07-28 00:00:00+09:00,엔하5터치,롱,228082.796875,219403.125,5,5봉경과,-3.805491687195008,19.75321754049556,True,검증,-10.219425122662685,10.219425122662685,작음
아모레퍼시픽,090430.KS,2021-07-30 00:00:00+09:00,엔하5터치,롱,213616.671875,220367.53125,5,5봉경과,3.1602680239070176,70.68683523989492,True,검증,-15.121095357814603,15.121095357814603,작음
아모레퍼시픽,090430.KS,2021-09-29 00:00:00+09:00,엔하5터치,롱,173593.6875,175522.515625,5,5봉경과,1.1111165116531094,88.85906779770373,True,검증,-17.24137561151923,17.24137561151923,작음
아모레퍼시픽,090430.KS,2021-10-01 00:00:00+09:00,엔하5터치,롱,167325.015625,168289.421875,5,5봉경과,0.5763670461333626,31.365294269509185,True,검증,-19.24222847128272,19.24222847128272,중간
아모레퍼시픽,090430.KS,2022-06-23 00:00:00+09:00,엔하5터치,롱,124133.640625,126073.2265625,5,5봉경과,1.562498229919292,75.5985903915975,True,검증,-19.15618947064225,19.15618947064225,중간
에이피알,278470.KS,2024-08-05 00:00:00+09:00,엔하5터치,롱,39652.18359375,47776.04296875,5,5봉경과,20.487798246451398,148.27160485141405,True,학습,-37.80905740979193,37.80905740979193,큼
에이피알,278470.KS,2024-11-12 00:00:00+09:00,엔하5터치,롱,40667.66796875,48356.3203125,5,5봉경과,18.906056648387462,128.1141938656427,True,학습,-20.84109438754479,20.84109438754479,중간
테크윙,089030.KQ,2012-05-16 00:00:00+09:00,엔하5터치,롱,2512.06982421875,2366.910400390625,5,5봉경과,-5.778478863471455,93.32415566334768,True,학습,-18.325067112236585,18.325067112236585,작음
테크윙,089030.KQ,2012-10-16 00:00:00+09:00,엔하5터치,롱,2294.330322265625,2302.39453125,5,5봉경과,0.3514842176871762,1.4044725336712889,True,학습,-20.12916455962872,20.12916455962872,중간
테크윙,089030.KQ,2012-10-29 00:00:00+09:00,엔하5터치,롱,2116.912841796875,2177.39599609375,5,5봉경과,2.8571395620395865,58.32403153913483,True,학습,-22.03742911270941,22.03742911270941,중간
테크윙,089030.KQ,2018-10-11 00:00:00+09:00,엔하5터치,롱,5099.10107421875,5324.72509765625,5,5봉경과,4.424780371157255,18.57790498621998,True,학습,-24.37929924664752,24.37929924664752,중간
테크윙,089030.KQ,2020-03-13 00:00:00+09:00,엔하5터치,롱,5480.81787109375,4939.79296875,5,5봉경과,-9.871243946950992,2.545161727247205,True,학습,-27.71607685650924,27.71607685650924,큼
테크윙,089030.KQ,2020-03-17 00:00:00+09:00,엔하5터치,롱,5080.93017578125,5316.1591796875,5,5봉경과,4.629644489654513,144.7795158177192,True,학습,-32.504227365665294,32.504227365665294,큼
테크윙,089030.KQ,2020-03-19 00:00:00+09:00,엔하5터치,롱,4187.0625,5175.02197265625,5,5봉경과,23.59552723792038,151.81168949130955,True,학습,-43.8379567488638,43.8379567488638,큼
테크윙,089030.KQ,2021-10-01 00:00:00+09:00,엔하5터치,롱,9698.7080078125,8866.7109375,5,5봉경과,-8.578431989521802,5.013038877585835,True,학습,-18.957573766061884,18.957573766061884,중간
테크윙,089030.KQ,2022-06-17 00:00:00+09:00,엔하5터치,롱,7877.5263671875,7277.10498046875,5,5봉경과,-7.621953373837038,13.760281059676956,True,검증,-20.18688042617429,20.18688042617429,중간
테크윙,089030.KQ,2022-09-23 00:00:00+09:00,엔하5터치,롱,5812.0771484375,5274.1005859375,5,5봉경과,-9.25618412764235,-4.287497122863549,False,검증,-22.196505590591045,22.196505590591045,중간
