종목명,티커,터치시각,밴드종류,방향,진입가,청산가,보유봉수,청산사유,손익률(%),반전각도(도),반전성공여부,구간
테크윙,089030.KQ,2017-09-11 00:00:00+09:00,엔상5터치,숏,7940.3017578125,7672.64990234375,5,5봉경과,3.3708020631005122,-93.29887220360727,True,학습
테크윙,089030.KQ,2018-10-11 00:00:00+09:00,엔하5터치,롱,5099.10107421875,5324.72509765625,5,5봉경과,4.424780371157255,18.57790498621998,True,학습
테크윙,089030.KQ,2019-02-07 00:00:00+09:00,엔상5터치,숏,5088.771484375,5713.30224609375,5,5봉경과,-12.272721690026026,13.550349681439428,False,학습
테크윙,089030.KQ,2019-12-17 00:00:00+09:00,엔상5터치,숏,6083.3955078125,5921.4794921875,5,5봉경과,2.661605930718495,-118.31906365227167,True,학습
테크윙,089030.KQ,2019-12-26 00:00:00+09:00,엔상5터치,숏,6384.09521484375,6445.25390625,5,5봉경과,-0.9579852641302884,12.163551216307301,False,학습
테크윙,089030.KQ,2020-01-09 00:00:00+09:00,엔상5터치,숏,7127.41650390625,7762.53271484375,5,5봉경과,-8.910889529037883,78.48555728886564,False,학습
테크윙,089030.KQ,2020-03-13 00:00:00+09:00,엔하5터치,롱,5480.81787109375,4939.79296875,5,5봉경과,-9.871243946950992,2.545161727247205,True,학습
테크윙,089030.KQ,2020-03-17 00:00:00+09:00,엔하5터치,롱,5080.93017578125,5316.1591796875,5,5봉경과,4.629644489654513,144.7795158177192,True,학습
테크윙,089030.KQ,2020-03-19 00:00:00+09:00,엔하5터치,롱,4187.0625,5175.02197265625,5,5봉경과,23.59552723792038,151.81168949130955,True,학습
테크윙,089030.KQ,2020-05-20 00:00:00+09:00,엔상5터치,숏,9032.7646484375,8797.537109375,5,5봉경과,2.6041588397101654,-43.25383163905616,True,학습
테크윙,089030.KQ,2020-12-30 00:00:00+09:00,엔상5터치,숏,11243.8447265625,10815.9619140625,5,5봉경과,3.805484893340514,-113.03019712006288,True,학습
테크윙,089030.KQ,2021-04-16 00:00:00+09:00,엔상5터치,숏,12456.18359375,12860.296875,5,5봉경과,-3.2442784598387537,-110.52902320937115,True,학습
테크윙,089030.KQ,2021-04-26 00:00:00+09:00,엔상5터치,숏,13026.6962890625,11647.958984375,5,5봉경과,10.583936817849343,-20.0641739726357,False,학습
테크윙,089030.KQ,2021-10-01 00:00:00+09:00,엔하5터치,롱,9698.7080078125,8866.7109375,5,5봉경과,-8.578431989521802,5.013038877585835,True,학습
테크윙,089030.KQ,2022-06-17 00:00:00+09:00,엔하5터치,롱,7877.5263671875,7277.10498046875,5,5봉경과,-7.621953373837038,13.760281059676956,True,검증
테크윙,089030.KQ,2022-09-23 00:00:00+09:00,엔하5터치,롱,5812.0771484375,5274.1005859375,5,5봉경과,-9.25618412764235,-4.287497122863549,False,검증
테크윙,089030.KQ,2023-03-30 00:00:00+09:00,엔상5터치,숏,7521.18017578125,7157.88525390625,5,5봉경과,4.83029143544302,-126.85430624046623,True,검증
테크윙,089030.KQ,2023-06-23 00:00:00+09:00,엔상5터치,숏,8090.66943359375,8188.85693359375,5,5봉경과,-1.2135893179902995,69.12256502952114,False,검증
테크윙,089030.KQ,2023-07-05 00:00:00+09:00,엔상5터치,숏,8611.064453125,8149.58154296875,5,5봉경과,5.359185413933065,-39.27666991827307,True,검증
테크윙,089030.KQ,2024-01-19 00:00:00+09:00,엔상5터치,숏,14505.4453125,15677.802734375,5,5봉경과,-8.082188423851603,-59.559856335374974,True,검증
테크윙,089030.KQ,2024-02-08 00:00:00+09:00,엔상5터치,숏,17287.3125,21410.43359375,5,5봉경과,-23.850561466682574,54.918744196071046,False,검증
테크윙,089030.KQ,2024-03-07 00:00:00+09:00,엔상5터치,숏,23794.890625,28812.1875,5,5봉경과,-21.08560595663591,7.177237957882014,False,검증
테크윙,089030.KQ,2024-03-12 00:00:00+09:00,엔상5터치,숏,26676.109375,28514.12890625,5,5봉경과,-6.890133435172271,-23.036993359210037,True,검증
테크윙,089030.KQ,2024-04-05 00:00:00+09:00,엔상5터치,숏,34872.68359375,38250.66015625,5,5봉경과,-9.68659768732399,68.70707522099451,False,검증
테크윙,089030.KQ,2024-04-11 00:00:00+09:00,엔상5터치,숏,38449.3671875,38499.0390625,5,5봉경과,-0.12918775686937303,-16.26782912071079,True,검증
테크윙,089030.KQ,2024-06-28 00:00:00+09:00,엔상5터치,숏,63386.8125,65075.80078125,5,5봉경과,-2.66457361497709,2.1545288310204853,False,검증
테크윙,089030.KQ,2024-07-03 00:00:00+09:00,엔상5터치,숏,66864.1484375,66864.1484375,5,5봉경과,0.0,-33.36588258316915,True,검증
테크윙,089030.KQ,2025-09-04 00:00:00+09:00,엔상5터치,숏,37738.55078125,41776.625,5,5봉경과,-10.700130596313928,-11.136642846339456,True,검증
테크윙,089030.KQ,2025-10-27 00:00:00+09:00,엔상5터치,숏,66603.3046875,64409.78515625,5,5봉경과,3.2934094509903145,-31.399534229988294,False,검증
테크윙,089030.KQ,2026-03-06 00:00:00+09:00,엔상5터치,숏,71100.0,63300.0,5,5봉경과,10.970464135021098,-148.7104029914185,True,검증
