종목명,티커,터치시각,밴드종류,방향,진입가,청산가,보유봉수,청산사유,손익률(%),반전각도(도),반전성공여부,추세선방향(수식4),추세선방향(수식5),강약등급(수식4),강약등급(수식5),공통기간구간,공통기간제외여부
두산에너빌리티,034020.KS,2005-04-27 00:00:00+09:00,엔하2터치,롱,8012.90576171875,8408.6044921875,5,5봉경과,4.938267617712174,103.74220744356668,True,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2005-05-10 00:00:00+09:00,엔하2터치,롱,8111.8310546875,7815.0556640625,5,5봉경과,-3.6585499454343973,-42.01123369164604,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2005-05-25 00:00:00+09:00,엔하2터치,롱,8177.77880859375,8639.4296875,2,MA50복귀,5.6451866663490184,13.720640791368943,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2005-08-29 00:00:00+09:00,엔하2터치,롱,10716.8505859375,11739.0732421875,2,MA50복귀,9.538461398270739,125.16753030655182,True,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2006-03-22 00:00:00+09:00,엔하2터치,롱,19589.748046875,19788.96484375,5,5봉경과,1.016944150574614,40.42452464648691,True,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2006-08-14 00:00:00+09:00,엔하2터치,롱,20287.009765625,23009.65234375,2,MA50복귀,13.420620434354689,101.95494143265543,True,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2007-08-13 00:00:00+09:00,엔하2터치,롱,57719.5,52563.5703125,5,5봉경과,-8.932734496140819,-14.04988320619442,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2007-09-10 00:00:00+09:00,엔하2터치,롱,55576.7734375,61268.375,3,MA50복귀,10.240971561439434,107.49226050721235,True,상승,하락,강한신호,약한신호,,False
두산에너빌리티,034020.KS,2007-12-17 00:00:00+09:00,엔하2터치,롱,79012.7734375,84369.5625,5,5봉경과,6.779649453435882,23.735303414685077,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2007-12-28 00:00:00+09:00,엔하2터치,롱,84705.6875,89411.5703125,5,5봉경과,5.555568877827714,28.24333507594541,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2008-02-11 00:00:00+09:00,엔하2터치,롱,73613.28125,84705.6875,3,MA50복귀,15.068485009286285,-7.330213471645166,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2008-05-13 00:00:00+09:00,엔하2터치,롱,73277.1484375,78655.2890625,5,MA50복귀,7.339451301911887,4.267918512287778,False,하락,상승,약한신호,강한신호,,False
두산에너빌리티,034020.KS,2008-09-16 00:00:00+09:00,엔하2터치,롱,53781.3984375,60504.0625,5,5봉경과,12.499980026202717,20.979619951986834,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2009-06-04 00:00:00+09:00,엔하2터치,롱,48620.71484375,49502.265625,5,5봉경과,1.8131176887937508,-70.24265036487355,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2009-06-18 00:00:00+09:00,엔하2터치,롱,49027.5859375,46450.75390625,5,5봉경과,-5.255881932540848,-67.79573760015923,False,상승,하락,강한신호,약한신호,,False
두산에너빌리티,034020.KS,2009-07-23 00:00:00+09:00,엔하2터치,롱,44077.35546875,46179.51171875,4,MA50복귀,4.769243135492529,-43.92723715308991,False,상승,하락,강한신호,약한신호,,False
두산에너빌리티,034020.KS,2009-09-02 00:00:00+09:00,엔하2터치,롱,42246.453125,44077.35546875,5,5봉경과,4.333860497904225,51.59349003238636,True,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2010-08-24 00:00:00+09:00,엔하2터치,롱,46998.79296875,46930.578125,5,5봉경과,-0.1451416928842338,7.552263828775783,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2010-12-14 00:00:00+09:00,엔하2터치,롱,55866.484375,58799.65625,4,MA50복귀,5.2503247838387,2.0958135473867685,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2010-12-27 00:00:00+09:00,엔하2터치,롱,55320.77734375,58454.7890625,2,MA50복귀,5.6651621130990355,106.57320336331097,True,상승,상승,강한신호,강한신호,,False
두산에너빌리티,034020.KS,2011-01-31 00:00:00+09:00,엔하2터치,롱,54254.86328125,50468.0390625,5,5봉경과,-6.979695440608904,-73.64948518550074,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2011-04-28 00:00:00+09:00,엔하2터치,롱,42756.6875,45855.0,4,MA50복귀,7.246381048578658,53.7213759273767,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2011-10-04 00:00:00+09:00,엔하2터치,롱,37110.87890625,38763.3125,3,MA50복귀,4.452693232958453,-1.906730670033923,False,상승,하락,강한신호,약한신호,,False
두산에너빌리티,034020.KS,2012-03-13 00:00:00+09:00,엔하2터치,롱,46523.79296875,44782.63671875,5,5봉경과,-3.742507089156582,-4.183865767979999,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2012-09-19 00:00:00+09:00,엔하2터치,롱,40952.08203125,39977.03125,5,5봉경과,-2.380955333372187,-47.25052812045179,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2013-02-01 00:00:00+09:00,엔하2터치,롱,30311.048828125,29177.9296875,5,5봉경과,-3.738303966484993,-84.61908699601844,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2013-02-26 00:00:00+09:00,엔하2터치,롱,30558.921875,30842.203125,5,5봉경과,0.9270001446999675,-36.8788088748879,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2013-03-04 00:00:00+09:00,엔하2터치,롱,30594.333984375,30948.4296875,5,5봉경과,1.1573898072298032,32.25538031991349,True,상승,하락,강한신호,약한신호,,False
두산에너빌리티,034020.KS,2013-07-08 00:00:00+09:00,엔하2터치,롱,29142.517578125,30913.025390625,5,MA50복귀,6.075342693896086,87.6332974378576,True,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2013-10-14 00:00:00+09:00,엔하2터치,롱,30594.333984375,31514.994140625,5,5봉경과,3.0092505256698687,-25.71624807850565,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2014-03-20 00:00:00+09:00,엔하2터치,롱,23886.19921875,25008.126953125,5,5봉경과,4.69697051464897,35.61892670950607,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2014-05-20 00:00:00+09:00,엔하2터치,롱,24103.34765625,24248.11328125,5,5봉경과,0.6006038126511537,-20.313728225398542,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2014-05-27 00:00:00+09:00,엔하2터치,롱,24248.11328125,23886.19921875,5,5봉경과,-1.4925452479630743,-41.42149088589984,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2014-11-19 00:00:00+09:00,엔하2터치,롱,17118.443359375,18891.8125,2,MA50복귀,10.359406538292546,104.26170083921478,True,상승,상승,강한신호,강한신호,,False
두산에너빌리티,034020.KS,2015-01-06 00:00:00+09:00,엔하2터치,롱,16573.15234375,16610.478515625,5,5봉경과,0.22522071299897448,75.43062477140512,True,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2015-05-19 00:00:00+09:00,엔하2터치,롱,20977.728515625,21201.689453125,5,5봉경과,1.0676129082955073,104.30507231276003,True,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2015-05-28 00:00:00+09:00,엔하2터치,롱,20567.1328125,19484.65234375,5,5봉경과,-5.263156895122034,-83.64005663182996,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2015-11-09 00:00:00+09:00,엔하2터치,롱,14968.0947265625,16573.15234375,2,MA50복귀,10.723192540592038,-27.693153828705427,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2015-11-16 00:00:00+09:00,엔하2터치,롱,15080.0751953125,17133.056640625,4,MA50복귀,13.613867429193258,6.592713247633682,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2015-12-30 00:00:00+09:00,엔하2터치,롱,15985.275390625,14084.1142578125,5,5봉경과,-11.893202252414667,-55.36136887060748,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2016-06-02 00:00:00+09:00,엔하2터치,롱,16528.46484375,17110.453125,5,5봉경과,3.5211272598620704,33.09233296365063,True,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2016-10-10 00:00:00+09:00,엔하2터치,롱,19826.396484375,20369.5859375,5,5봉경과,2.739728591391192,-9.738380357292552,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2016-10-17 00:00:00+09:00,엔하2터치,롱,20369.5859375,21417.1640625,5,MA50복귀,5.142854293721453,21.60244602992335,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2016-11-09 00:00:00+09:00,엔하2터치,롱,18740.01953125,21688.7578125,2,MA50복귀,15.73497976527089,47.03678526867811,True,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2017-05-11 00:00:00+09:00,엔하2터치,롱,19077.984375,19315.46875,1,MA50복귀,1.2448085202921233,-70.3030542871247,False,상승,하락,강한신호,약한신호,,False
두산에너빌리티,034020.KS,2017-05-16 00:00:00+09:00,엔하2터치,롱,18523.8515625,19117.564453125,5,MA50복귀,3.2051265829991995,3.46947156912902,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2017-05-29 00:00:00+09:00,엔하2터치,롱,17732.234375,18484.26953125,5,5봉경과,4.241062577597472,61.39259229638627,True,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2017-06-07 00:00:00+09:00,엔하2터치,롱,18325.947265625,19157.14453125,5,MA50복귀,4.535630565652249,3.872729329154353,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2017-12-07 00:00:00+09:00,엔하2터치,롱,13220.013671875,12586.7197265625,5,5봉경과,-4.790418232772369,-44.04118545025703,False,하락,상승,약한신호,강한신호,,False
두산에너빌리티,034020.KS,2018-02-22 00:00:00+09:00,엔하2터치,롱,11834.6826171875,11597.197265625,5,5봉경과,-2.00668965315217,-97.4284454498947,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2018-02-28 00:00:00+09:00,엔하2터치,롱,11834.6826171875,11755.5205078125,5,5봉경과,-0.6688993016173744,-5.106010778456765,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2018-03-15 00:00:00+09:00,엔하2터치,롱,11636.7783203125,12349.234375,5,MA50복귀,6.122451034784062,11.585980647659024,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2018-08-31 00:00:00+09:00,엔하2터치,롱,11201.388671875,11676.359375,5,MA50복귀,4.240284102609348,21.796113179355853,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2018-11-29 00:00:00+09:00,엔하2터치,롱,9182.763671875,9182.763671875,5,5봉경과,0.0,-59.68513545871627,False,상승,상승,강한신호,강한신호,,False
두산에너빌리티,034020.KS,2018-12-10 00:00:00+09:00,엔하2터치,롱,8866.1171875,9103.6025390625,5,5봉경과,2.678572215324669,78.54624100828339,True,상승,상승,강한신호,강한신호,,False
두산에너빌리티,034020.KS,2018-12-12 00:00:00+09:00,엔하2터치,롱,8786.955078125,9103.6025390625,5,MA50복귀,3.6036085096848773,38.713893112587705,True,상승,하락,강한신호,약한신호,,False
두산에너빌리티,034020.KS,2018-12-21 00:00:00+09:00,엔하2터치,롱,8628.6318359375,7480.7861328125,5,5봉경과,-13.302754422135878,-43.81359735679351,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2019-05-07 00:00:00+09:00,엔하2터치,롱,6062.41650390625,5630.671875,5,5봉경과,-7.121658972590554,-99.9701309189205,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2019-06-28 00:00:00+09:00,엔하2터치,롱,5576.70361328125,5612.6826171875,5,5봉경과,0.6451661483418963,12.679582594246796,True,하락,상승,약한신호,강한신호,,False
두산에너빌리티,034020.KS,2019-07-15 00:00:00+09:00,엔하2터치,롱,5486.7568359375,5630.671875,5,5봉경과,2.6229527454155863,5.890542564773384,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2019-07-25 00:00:00+09:00,엔하2터치,롱,5495.75146484375,5756.59716796875,1,MA50복귀,4.746315491041154,-98.21084683163163,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2019-07-31 00:00:00+09:00,엔하2터치,롱,5477.76220703125,4731.20361328125,5,5봉경과,-13.628897449979082,-30.132572434241993,False,하락,하락,약한신호,약한신호,,False
두산에너빌리티,034020.KS,2021-01-11 00:00:00+09:00,엔하2터치,롱,12908.5263671875,12572.6162109375,5,5봉경과,-2.6022347299367823,-4.221211685400807,False,하락,하락,약한신호,약한신호,학습,False
두산에너빌리티,034020.KS,2021-09-27 00:00:00+09:00,엔하2터치,롱,19818.666015625,18714.962890625,5,5봉경과,-5.56900814681393,-21.012596607338182,False,하락,하락,약한신호,약한신호,학습,False
두산에너빌리티,034020.KS,2021-10-01 00:00:00+09:00,엔하2터치,롱,18906.912109375,18187.10546875,5,5봉경과,-3.807108408083643,1.1599986388822305,True,하락,하락,약한신호,약한신호,학습,False
두산에너빌리티,034020.KS,2022-05-11 00:00:00+09:00,엔하2터치,롱,20100.0,19850.0,5,5봉경과,-1.2437810945273633,57.43223159512479,False,하락,하락,약한신호,약한신호,학습,False
두산에너빌리티,034020.KS,2022-05-25 00:00:00+09:00,엔하2터치,롱,20050.0,20750.0,4,MA50복귀,3.4912718204488775,-4.589337559367081,False,하락,하락,약한신호,약한신호,학습,False
두산에너빌리티,034020.KS,2023-01-03 00:00:00+09:00,엔하2터치,롱,15100.0,16250.0,4,MA50복귀,7.6158940397351,19.960173779334305,False,하락,하락,약한신호,약한신호,검증,False
두산에너빌리티,034020.KS,2023-02-17 00:00:00+09:00,엔하2터치,롱,15470.0,16200.0,2,MA50복귀,4.7188106011635425,77.76679281242933,True,하락,하락,약한신호,약한신호,검증,False
두산에너빌리티,034020.KS,2023-05-31 00:00:00+09:00,엔하2터치,롱,16080.0,16950.0,3,MA50복귀,5.410447761194029,102.80844660866757,True,상승,하락,강한신호,약한신호,검증,False
두산에너빌리티,034020.KS,2023-07-26 00:00:00+09:00,엔하2터치,롱,16720.0,17690.0,5,5봉경과,5.801435406698564,51.67542420731836,True,하락,하락,약한신호,약한신호,검증,False
두산에너빌리티,034020.KS,2023-08-04 00:00:00+09:00,엔하2터치,롱,16920.0,16930.0,5,5봉경과,0.0591016548463357,37.87691777561846,True,하락,하락,약한신호,약한신호,검증,False
두산에너빌리티,034020.KS,2023-09-07 00:00:00+09:00,엔하2터치,롱,16660.0,17020.0,5,5봉경과,2.1608643457382954,64.92507800003663,True,상승,상승,강한신호,강한신호,검증,False
두산에너빌리티,034020.KS,2024-01-24 00:00:00+09:00,엔하2터치,롱,14860.0,15440.0,5,MA50복귀,3.9030955585464335,-2.8799910214300084,False,하락,하락,약한신호,약한신호,검증,False
두산에너빌리티,034020.KS,2024-08-20 00:00:00+09:00,엔하2터치,롱,17970.0,17860.0,5,5봉경과,-0.6121313299944352,-32.6369183364001,False,하락,하락,약한신호,약한신호,검증,False
두산에너빌리티,034020.KS,2024-12-04 00:00:00+09:00,엔하2터치,롱,19000.0,17230.0,5,5봉경과,-9.31578947368421,-46.807213057945525,False,하락,하락,약한신호,약한신호,검증,False
두산에너빌리티,034020.KS,2025-01-08 00:00:00+09:00,엔하2터치,롱,18900.0,20000.0,2,MA50복귀,5.82010582010582,-4.677309154078557,False,상승,상승,강한신호,강한신호,검증,False
두산에너빌리티,034020.KS,2025-08-20 00:00:00+09:00,엔하2터치,롱,57400.0,65900.0,3,MA50복귀,14.80836236933798,98.91108444789461,True,하락,하락,약한신호,약한신호,검증,False
두산에너빌리티,034020.KS,2025-09-12 00:00:00+09:00,엔하2터치,롱,61000.0,62400.0,5,5봉경과,2.2950819672131146,37.70899880331175,False,하락,하락,약한신호,약한신호,검증,False
두산에너빌리티,034020.KS,2025-12-16 00:00:00+09:00,엔하2터치,롱,77300.0,77600.0,5,5봉경과,0.38809831824062097,19.810933910191956,False,상승,상승,강한신호,강한신호,검증,False
두산에너빌리티,034020.KS,2025-12-18 00:00:00+09:00,엔하2터치,롱,74500.0,73600.0,5,5봉경과,-1.2080536912751678,-13.59380400132165,False,상승,하락,강한신호,약한신호,검증,False
두산에너빌리티,034020.KS,2025-12-26 00:00:00+09:00,엔하2터치,롱,73600.0,83200.0,4,MA50복귀,13.043478260869565,52.078214778338555,False,하락,하락,약한신호,약한신호,검증,False
두산에너빌리티,034020.KS,2026-06-19 00:00:00+09:00,엔하2터치,롱,97900.0,81100.0,5,5봉경과,-17.160367722165475,-131.57216617515292,False,하락,하락,약한신호,약한신호,검증,False
두산에너빌리티,034020.KS,2026-08-21 00:00:00+09:00,엔하2터치,롱,73300.0,80700.0,2,MA50복귀,10.095497953615281,142.1549984390553,True,상승,상승,강한신호,강한신호,검증,False
삼성전자,005930.KS,2000-11-16 00:00:00+09:00,엔하2터치,롱,2291.95458984375,2243.040771484375,5,5봉경과,-2.1341530314834736,21.481527797693786,True,상승,상승,강한신호,강한신호,,False
삼성전자,005930.KS,2000-12-01 00:00:00+09:00,엔하2터치,롱,2222.077392578125,2354.84375,5,MA50복귀,5.974875486574986,129.90765951526353,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2001-03-02 00:00:00+09:00,엔하2터치,롱,2522.547607421875,2795.06689453125,3,MA50복귀,10.803335735173638,88.4195348636204,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2001-03-12 00:00:00+09:00,엔하2터치,롱,2564.474609375,2655.3125,5,5봉경과,3.5421637747132353,7.016935351510838,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2001-03-19 00:00:00+09:00,엔하2터치,롱,2655.3125,3004.697265625,4,MA50복귀,13.157952806873013,12.442194921813936,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2001-03-21 00:00:00+09:00,엔하2터치,롱,2704.22705078125,3004.697265625,2,MA50복귀,11.111131173580425,-7.879405764560243,False,상승,하락,강한신호,약한신호,,False
삼성전자,005930.KS,2001-04-09 00:00:00+09:00,엔하2터치,롱,2592.42578125,2802.054931640625,3,MA50복귀,8.086216080197572,116.6295651039434,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2001-06-05 00:00:00+09:00,엔하2터치,롱,2836.991943359375,3123.487060546875,3,MA50복귀,10.098552371927138,103.99379474328691,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2001-09-12 00:00:00+09:00,엔하2터치,롱,2257.015869140625,2291.95458984375,5,5봉경과,1.5480050973867616,-38.72328653374585,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2002-05-10 00:00:00+09:00,엔하2터치,롱,4667.7626953125,5254.72607421875,3,MA50복귀,12.574833324232513,74.75838407217223,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2002-05-31 00:00:00+09:00,엔하2터치,롱,4779.56494140625,4821.49072265625,5,5봉경과,0.8771882329035693,16.81791304834826,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2002-06-07 00:00:00+09:00,엔하2터치,롱,4821.49072265625,5024.1337890625,5,5봉경과,4.202913125063738,-11.682602547639895,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2002-06-19 00:00:00+09:00,엔하2터치,롱,4870.40380859375,4318.37890625,5,5봉경과,-11.334273789982483,-101.98147989098062,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2002-07-11 00:00:00+09:00,엔하2터치,롱,4632.8232421875,4919.31787109375,1,MA50복귀,6.184018123060844,20.624330222704728,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2002-07-22 00:00:00+09:00,엔하2터치,롱,4611.85986328125,4541.98486328125,5,5봉경과,-1.515115421358126,-28.36628027770729,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2002-07-26 00:00:00+09:00,엔하2터치,롱,4472.107421875,4465.11865234375,5,5봉경과,-0.15627463457306334,-30.963938468951934,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2002-09-05 00:00:00+09:00,엔하2터치,롱,4486.08154296875,4702.7001953125,4,MA50복귀,4.828682899963483,69.1716061521206,True,하락,상승,약한신호,강한신호,,False
삼성전자,005930.KS,2002-09-24 00:00:00+09:00,엔하2터치,롱,4458.13232421875,4157.6611328125,5,5봉경과,-6.739844615511833,0.41618051922448984,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2003-01-07 00:00:00+09:00,엔하2터치,롱,4786.55224609375,4590.8974609375,5,5봉경과,-4.087593221528536,-91.41705531897287,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2003-03-13 00:00:00+09:00,엔하2터치,롱,4052.848388671875,4178.62646484375,3,MA50복귀,3.103448836710437,0.695761564636868,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2003-04-04 00:00:00+09:00,엔하2터치,롱,3962.006103515625,4178.62646484375,1,MA50복귀,5.467441383694747,10.7608493826868,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2003-12-10 00:00:00+09:00,엔하2터치,롱,6330.8271484375,6442.62890625,3,MA50복귀,1.765989738640923,28.32214818682146,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2003-12-17 00:00:00+09:00,엔하2터치,롱,6184.08544921875,6135.171875,5,5봉경과,-0.7909588995884487,-30.016147630450423,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2004-03-12 00:00:00+09:00,엔하2터치,롱,7323.07470703125,7616.5546875,3,MA50복귀,4.007605988055334,110.17982795614657,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2004-11-09 00:00:00+09:00,엔하2터치,롱,6023.369140625,6379.7392578125,4,MA50복귀,5.916458195861496,53.349327815673846,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2005-06-08 00:00:00+09:00,엔하2터치,롱,6673.22119140625,6868.87841796875,2,MA50복귀,2.931975742306679,61.7983823400732,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2005-10-27 00:00:00+09:00,엔하2터치,롱,7798.2353515625,8203.521484375,5,MA50복귀,5.19715184963345,47.2026423664759,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2006-03-03 00:00:00+09:00,엔하2터치,롱,9139.8701171875,8692.6591796875,5,5봉경과,-4.8929681906422395,-78.45800368778343,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2006-04-11 00:00:00+09:00,엔하2터치,롱,8874.337890625,9167.818359375,3,MA50복귀,3.3070689032478437,61.7784504094753,True,상승,상승,강한신호,강한신호,,False
삼성전자,005930.KS,2007-01-17 00:00:00+09:00,엔하2터치,롱,8490.345703125,8490.345703125,5,5봉경과,0.0,-36.89720875690311,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2007-01-26 00:00:00+09:00,엔하2터치,롱,8292.8935546875,8292.8935546875,5,5봉경과,0.0,-25.163275235853554,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2007-03-29 00:00:00+09:00,엔하2터치,롱,8024.92822265625,8391.6220703125,4,MA50복귀,4.569434610280843,76.64779551231297,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2007-08-17 00:00:00+09:00,엔하2터치,롱,8074.189453125,8271.8095703125,5,5봉경과,2.4475536316653304,48.64229069390486,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2007-08-28 00:00:00+09:00,엔하2터치,롱,8130.6513671875,8116.53759765625,5,5봉경과,-0.17358719361905367,60.7893447625047,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2007-10-04 00:00:00+09:00,엔하2터치,롱,7975.3779296875,7834.22216796875,5,5봉경과,-1.7698943293121272,-57.87668694264875,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2007-11-05 00:00:00+09:00,엔하2터치,롱,7453.095703125,8045.9560546875,2,MA50복귀,7.954551708143506,-43.285808854218416,False,상승,하락,강한신호,약한신호,,False
삼성전자,005930.KS,2007-11-21 00:00:00+09:00,엔하2터치,롱,7269.59326171875,7862.45263671875,2,MA50복귀,8.155330754499877,39.67398310458793,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2008-06-10 00:00:00+09:00,엔하2터치,롱,9525.08984375,9839.7314453125,5,5봉경과,3.303292742891615,61.26808844203621,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2008-06-12 00:00:00+09:00,엔하2터치,롱,9482.1826171875,10068.5625,4,MA50복귀,6.184018031350946,66.93823301638203,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2008-06-20 00:00:00+09:00,엔하2터치,롱,9553.69140625,9203.0634765625,5,5봉경과,-3.6700780334826404,-31.838425601964545,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2008-09-16 00:00:00+09:00,엔하2터치,롱,7514.16552734375,7986.484375,3,MA50복귀,6.285712577630882,49.052570611983704,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2008-10-06 00:00:00+09:00,엔하2터치,롱,7399.66357421875,7499.85302734375,5,5봉경과,1.3539730843179303,16.74593557181757,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2008-10-10 00:00:00+09:00,엔하2터치,롱,7456.9150390625,8015.111328125,2,MA50복귀,7.4856195375491055,-97.83039566131632,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2008-10-16 00:00:00+09:00,엔하2터치,롱,7213.6005859375,6762.75,5,5봉경과,-6.250007615010003,-97.7187600663259,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2008-11-07 00:00:00+09:00,엔하2터치,롱,7006.06640625,6626.78125,5,5봉경과,-5.413667731034433,31.4580837747782,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2008-11-11 00:00:00+09:00,엔하2터치,롱,6734.1240234375,6226.021484375,5,5봉경과,-7.545191286856253,-3.42560194495357,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2008-12-02 00:00:00+09:00,엔하2터치,롱,6497.96435546875,6719.8125,5,5봉경과,3.4141175973755598,9.648294212573227,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2009-05-25 00:00:00+09:00,엔하2터치,롱,7886.89892578125,8075.025390625,5,5봉경과,2.3853033570493594,68.37017163695171,True,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2009-06-01 00:00:00+09:00,엔하2터치,롱,8075.025390625,8321.041015625,5,MA50복귀,3.046623547284705,3.9151586533511207,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2009-06-03 00:00:00+09:00,엔하2터치,롱,7988.2041015625,8321.041015625,3,MA50복귀,4.166605032004587,9.766127847385171,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2009-10-19 00:00:00+09:00,엔하2터치,롱,10877.1279296875,10906.0966796875,5,5봉경과,0.26632719765053153,-0.03580844883487089,False,하락,하락,약한신호,약한신호,,False
삼성전자,005930.KS,2009-10-21 00:00:00+09:00,엔하2터치,롱,10645.3935546875,10428.1416015625,5,5봉경과,-2.040807152961829,25.35101694089881,True,하락,하락,약한신호,약한신호,,False
