종목명,티커,터치시각,밴드종류,방향,진입가,청산가,보유봉수,청산사유,손익률(%),반전각도(도),반전성공여부,추세선방향(수식4),추세선방향(수식5),강약등급(수식4),강약등급(수식5),공통기간구간,공통기간제외여부
HD현대일렉트릭,267260.KS,2017-11-06 00:00:00+09:00,엔하2터치,롱,48046.83203125,45298.39453125,5,5봉경과,-5.720330318994595,-56.93458380394852,False,하락,하락,약한신호,약한신호,,False
HD현대일렉트릭,267260.KS,2017-11-22 00:00:00+09:00,엔하2터치,롱,46621.7109375,48046.83203125,1,MA50복귀,3.0567756203981546,-47.83525860491624,False,하락,하락,약한신호,약한신호,,False
HD현대일렉트릭,267260.KS,2019-12-02 00:00:00+09:00,엔하2터치,롱,8137.80517578125,8242.3798828125,5,5봉경과,1.285048053773425,-36.533850679241795,False,하락,하락,약한신호,약한신호,,False
HD현대일렉트릭,267260.KS,2021-12-08 00:00:00+09:00,엔하2터치,롱,21247.65625,20724.783203125,5,5봉경과,-2.460850461447954,-95.83781619716467,False,하락,하락,약한신호,약한신호,학습,False
HD현대일렉트릭,267260.KS,2022-02-11 00:00:00+09:00,엔하2터치,롱,17635.08203125,18490.693359375,5,5봉경과,4.8517570069071745,50.529159295879154,False,하락,하락,약한신호,약한신호,학습,False
HD현대일렉트릭,267260.KS,2023-01-10 00:00:00+09:00,엔하2터치,롱,35879.453125,38620.90625,2,MA50복귀,7.640732748765941,61.026069752216515,True,하락,하락,약한신호,약한신호,검증,False
HD현대일렉트릭,267260.KS,2023-03-30 00:00:00+09:00,엔하2터치,롱,36216.1171875,38524.71875,4,MA50복귀,6.374514281991594,30.7720759514257,False,하락,하락,약한신호,약한신호,검증,False
HD현대일렉트릭,267260.KS,2023-04-11 00:00:00+09:00,엔하2터치,롱,37081.83984375,39342.34375,1,MA50복귀,6.09598637978854,118.68232044263402,True,하락,하락,약한신호,약한신호,검증,False
HD현대일렉트릭,267260.KS,2023-09-01 00:00:00+09:00,엔하2터치,롱,60696.875,60312.109375,5,5봉경과,-0.6339134016372342,-88.4897808355335,False,하락,하락,약한신호,약한신호,검증,False
HD현대일렉트릭,267260.KS,2024-08-05 00:00:00+09:00,엔하2터치,롱,257647.25,278590.21875,5,5봉경과,8.128543483386684,46.0601778215083,True,하락,하락,약한신호,약한신호,검증,False
HD현대일렉트릭,267260.KS,2025-03-19 00:00:00+09:00,엔하2터치,롱,342048.59375,329197.09375,5,5봉경과,-3.757214686692452,-89.69632783646513,False,하락,하락,약한신호,약한신호,검증,False
HD현대일렉트릭,267260.KS,2025-03-26 00:00:00+09:00,엔하2터치,롱,329197.09375,290642.4375,5,5봉경과,-11.711724368769582,-14.578348344987727,False,하락,하락,약한신호,약한신호,검증,False
HD현대일렉트릭,267260.KS,2025-04-22 00:00:00+09:00,엔하2터치,롱,297562.53125,310908.34375,5,5봉경과,4.485044687560944,-1.5324281741707608,False,하락,하락,약한신호,약한신호,검증,False
HD현대일렉트릭,267260.KS,2025-08-20 00:00:00+09:00,엔하2터치,롱,443140.46875,486313.1875,2,MA50복귀,9.742445521118974,111.22587867000533,True,하락,하락,약한신호,약한신호,검증,False
HD현대일렉트릭,267260.KS,2025-12-26 00:00:00+09:00,엔하2터치,롱,758251.625,812837.75,3,MA50복귀,7.198945996324109,89.71105941020545,True,하락,하락,약한신호,약한신호,검증,False
HD현대일렉트릭,267260.KS,2026-01-02 00:00:00+09:00,엔하2터치,롱,812837.75,861469.0625,1,MA50복귀,5.982905259998074,14.07947646050721,True,하락,상승,약한신호,강한신호,검증,False
HD현대일렉트릭,267260.KS,2026-07-02 00:00:00+09:00,엔하2터치,롱,967351.125,813613.1875,5,5봉경과,-15.8926715984333,-141.81863968138015,False,하락,하락,약한신호,약한신호,검증,False
HD현대일렉트릭,267260.KS,2026-09-02 00:00:00+09:00,엔하2터치,롱,711000.0,751000.0,5,5봉경과,5.625879043600563,32.245272494491005,False,하락,하락,약한신호,약한신호,검증,False
HD현대중공업,329180.KS,2022-01-06 00:00:00+09:00,엔하2터치,롱,107718.5078125,108688.9375,1,MA50복귀,0.9008941055785664,-128.0496739116296,False,상승,상승,강한신호,강한신호,학습,True
HD현대중공업,329180.KS,2022-01-25 00:00:00+09:00,엔하2터치,롱,94811.6953125,98984.5703125,5,5봉경과,4.401223906234537,57.62320322684812,False,하락,상승,약한신호,강한신호,학습,True
HD현대중공업,329180.KS,2022-01-27 00:00:00+09:00,엔하2터치,롱,90638.8046875,98499.3515625,5,5봉경과,8.67238585294809,83.36230553225838,True,하락,하락,약한신호,약한신호,학습,True
HD현대중공업,329180.KS,2022-09-26 00:00:00+09:00,엔하2터치,롱,113541.125,115967.21875,5,5봉경과,2.1367533129515848,-62.88239872026544,False,하락,하락,약한신호,약한신호,학습,True
HD현대중공업,329180.KS,2022-10-11 00:00:00+09:00,엔하2터치,롱,113055.90625,111115.03125,5,5봉경과,-1.7167391464786919,-104.6285546428947,False,하락,하락,약한신호,약한신호,학습,True
HD현대중공업,329180.KS,2022-11-09 00:00:00+09:00,엔하2터치,롱,109659.375,111600.25,5,5봉경과,1.7699125131800177,3.4893755651279648,False,상승,하락,강한신호,약한신호,학습,True
HD현대중공업,329180.KS,2023-01-16 00:00:00+09:00,엔하2터치,롱,105777.6171875,104904.234375,5,5봉경과,-0.825678282156662,-55.46008953980696,False,하락,하락,약한신호,약한신호,검증,True
HD현대중공업,329180.KS,2023-01-18 00:00:00+09:00,엔하2터치,롱,105292.40625,109950.5,5,5봉경과,4.423959823788337,23.46003209378382,False,하락,하락,약한신호,약한신호,검증,True
HD현대중공업,329180.KS,2023-02-15 00:00:00+09:00,엔하2터치,롱,102866.3203125,108883.03125,4,MA50복귀,5.849058194384414,28.477373975351203,False,하락,하락,약한신호,약한신호,검증,True
HD현대중공업,329180.KS,2023-04-07 00:00:00+09:00,엔하2터치,롱,96946.65625,101604.75,5,MA50복귀,4.8048008360267715,61.328619828910874,True,상승,상승,강한신호,강한신호,검증,True
HD현대중공업,329180.KS,2023-09-19 00:00:00+09:00,엔하2터치,롱,123245.4921875,116743.5703125,5,5봉경과,-5.27558595417695,-62.1562408318442,False,상승,하락,강한신호,약한신호,검증,True
HD현대중공업,329180.KS,2024-01-24 00:00:00+09:00,엔하2터치,롱,113929.296875,110726.859375,5,5봉경과,-2.810899029345914,-104.53160645705762,False,하락,하락,약한신호,약한신호,검증,True
HD현대중공업,329180.KS,2024-01-30 00:00:00+09:00,엔하2터치,롱,111794.34375,111891.3828125,5,5봉경과,0.08680140626524319,26.611099333670442,False,하락,하락,약한신호,약한신호,검증,True
HD현대중공업,329180.KS,2024-03-13 00:00:00+09:00,엔하2터치,롱,107815.546875,116258.3515625,1,MA50복귀,7.830785941556724,36.32283043131074,False,상승,상승,강한신호,강한신호,검증,True
HD현대중공업,329180.KS,2025-04-07 00:00:00+09:00,엔하2터치,롱,269269.59375,316672.78125,3,MA50복귀,17.604359571326462,20.20574414288528,False,하락,하락,약한신호,약한신호,검증,True
HD현대중공업,329180.KS,2025-12-26 00:00:00+09:00,엔하2터치,롱,502403.46875,539691.25,5,5봉경과,7.421879737967076,8.152700248934366,False,하락,하락,약한신호,약한신호,검증,True
HD현대중공업,329180.KS,2026-03-04 00:00:00+09:00,엔하2터치,롱,504813.125,569026.125,3,MA50복귀,12.720152630738355,49.79681699207279,False,하락,하락,약한신호,약한신호,검증,True
HD현대중공업,329180.KS,2026-03-09 00:00:00+09:00,엔하2터치,롱,569026.125,575941.375,1,MA50복귀,1.2152781210177301,70.82262265162574,True,상승,상승,강한신호,강한신호,검증,True
HD현대중공업,329180.KS,2026-07-02 00:00:00+09:00,엔하2터치,롱,582856.625,500861.5625,5,5봉경과,-14.067792829840442,-132.58890942073745,False,하락,하락,약한신호,약한신호,검증,True
HD현대중공업,329180.KS,2026-09-11 00:00:00+09:00,엔하2터치,롱,479000.0,479000.0,1,MA50복귀,0.0,-72.68164213249831,False,하락,상승,약한신호,강한신호,검증,True
SK하이닉스,000660.KS,2000-04-03 00:00:00+09:00,엔하2터치,롱,-225713.9375,-219049.15625,5,5봉경과,-2.9527557419886845,10.954184364404359,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2000-04-05 00:00:00+09:00,엔하2터치,롱,-220382.109375,-215494.65625,5,5봉경과,-2.21771773528293,83.71458616826801,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2000-04-13 00:00:00+09:00,엔하2터치,롱,-215494.65625,-171062.765625,2,MA50복귀,-20.618557971782653,11.192221775623132,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2000-06-22 00:00:00+09:00,엔하2터치,롱,-195500.21875,-198166.171875,5,5봉경과,1.3636573616365837,-0.3090568058832126,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2002-08-07 00:00:00+09:00,엔하2터치,롱,-7846.90234375,-6716.416015625,5,5봉경과,-14.406784723470198,-141.70721607118662,False,상승,상승,강한신호,강한신호,,False
SK하이닉스,000660.KS,2003-09-19 00:00:00+09:00,엔하2터치,롱,4435.08056640625,3993.863525390625,5,5봉경과,-9.948343314384108,-25.22566412967981,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2003-10-24 00:00:00+09:00,엔하2터치,롱,4011.05419921875,4354.857421875,2,MA50복귀,8.571393094693509,107.15840859693526,True,상승,상승,강한신호,강한신호,,False
SK하이닉스,000660.KS,2003-11-04 00:00:00+09:00,엔하2터치,롱,4154.306640625,4314.748046875,1,MA50복귀,3.8620501597316412,-101.55313737261241,False,상승,상승,강한신호,강한신호,,False
SK하이닉스,000660.KS,2003-11-20 00:00:00+09:00,엔하2터치,롱,3816.231201171875,3713.09033203125,5,5봉경과,-2.702689216233882,76.29056631847658,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2003-12-05 00:00:00+09:00,엔하2터치,롱,3695.900146484375,3609.94873046875,5,5봉경과,-2.3255881546849677,3.2965440547519456,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2004-06-03 00:00:00+09:00,엔하2터치,롱,6946.9794921875,7939.4052734375,5,MA50복귀,14.285716293909772,-0.004352330815990513,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2004-06-14 00:00:00+09:00,엔하2터치,롱,6847.736328125,7244.7080078125,5,5봉경과,5.797122737583503,0.3974279132145586,False,상승,하락,강한신호,약한신호,,False
SK하이닉스,000660.KS,2004-07-28 00:00:00+09:00,엔하2터치,롱,6814.658203125,5822.23095703125,5,5봉경과,-14.563125787272094,-32.33159266359811,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2005-03-29 00:00:00+09:00,엔하2터치,롱,8996.658203125,9846.734375,4,MA50복귀,9.448799239474553,98.67069599380058,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2005-10-26 00:00:00+09:00,엔하2터치,롱,14876.3623046875,13920.021484375,5,5봉경과,-6.428593232171817,-38.96113832178736,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2006-02-21 00:00:00+09:00,엔하2터치,롱,22070.341796875,24103.138671875,5,5봉경과,9.210536446190558,89.07609286097986,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2006-03-03 00:00:00+09:00,엔하2터치,롱,22106.640625,21344.341796875,5,5봉경과,-3.4482798225929,-44.485130894065094,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2007-01-18 00:00:00+09:00,엔하2터치,롱,25285.119140625,24987.64453125,5,5봉경과,-1.1764809480254914,102.52199517082559,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2007-02-23 00:00:00+09:00,엔하2터치,롱,23983.681640625,23500.2890625,5,5봉경과,-2.0155061485898003,-87.1278657478415,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2007-06-07 00:00:00+09:00,엔하2터치,롱,22979.71484375,23797.759765625,2,MA50복귀,3.559856714660195,-105.41905060792216,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2008-01-16 00:00:00+09:00,엔하2터치,롱,16805.22265625,18843.3828125,1,MA50복귀,12.128135389458773,74.00918860345043,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2008-02-26 00:00:00+09:00,엔하2터치,롱,17766.615234375,19189.494140625,1,MA50복귀,8.008722468965285,2.978183111825892,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2008-03-17 00:00:00+09:00,엔하2터치,롱,18458.82421875,19035.6640625,3,MA50복귀,3.125008597048456,78.65952699084713,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2008-09-16 00:00:00+09:00,엔하2터치,롱,13921.029296875,15382.3564453125,5,5봉경과,10.497263652519857,-34.47920416051865,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2008-09-23 00:00:00+09:00,엔하2터치,롱,15382.3564453125,14882.4306640625,5,5봉경과,-3.249994778286024,-111.53055034803998,False,상승,상승,강한신호,강한신호,,False
SK하이닉스,000660.KS,2008-09-30 00:00:00+09:00,엔하2터치,롱,14882.4306640625,13651.83984375,5,5봉경과,-8.268748889817317,-19.353842795013207,False,하락,상승,약한신호,강한신호,,False
SK하이닉스,000660.KS,2009-09-25 00:00:00+09:00,엔하2터치,롱,15831.224609375,16541.337890625,3,MA50복귀,4.48552338035481,-3.372686306751257,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2009-10-07 00:00:00+09:00,엔하2터치,롱,15371.748046875,16708.421875,3,MA50복귀,8.695652726345193,118.05212319903602,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2009-12-01 00:00:00+09:00,엔하2터치,롱,15079.3515625,16040.08203125,1,MA50복귀,6.37116566165343,75.89983760192102,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2010-02-26 00:00:00+09:00,엔하2터치,롱,17865.74609375,19014.259765625,5,5봉경과,6.428579393484083,31.90241712569322,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2010-03-03 00:00:00+09:00,엔하2터치,롱,18588.8828125,19184.41015625,5,5봉경과,3.2036747434307387,59.113773606044916,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2010-05-31 00:00:00+09:00,엔하2터치,롱,21396.359375,22502.333984375,5,5봉경과,5.168985012783279,1.2185422177468581,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2010-07-16 00:00:00+09:00,엔하2터치,롱,19992.62109375,19779.9375,5,5봉경과,-1.0638104566313626,-16.276069040438344,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2010-08-31 00:00:00+09:00,엔하2터치,롱,17950.828125,18291.125,5,5봉경과,1.8957168584666622,8.425951986508373,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2011-08-03 00:00:00+09:00,엔하2터치,롱,20935.4609375,18092.376953125,5,5봉경과,-13.580231134450035,-141.6539344460702,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2011-12-19 00:00:00+09:00,엔하2터치,롱,17963.14453125,18609.291015625,5,5봉경과,3.5970677809273113,47.225314662883285,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2011-12-27 00:00:00+09:00,엔하2터치,롱,18178.525390625,20203.1484375,3,MA50복귀,11.137443788037588,28.759314010973405,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2012-04-19 00:00:00+09:00,엔하2터치,롱,24812.396484375,23433.9296875,5,5봉경과,-5.555556867483783,-51.01221645063808,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2012-05-02 00:00:00+09:00,엔하2터치,롱,23563.1640625,22572.392578125,5,5봉경과,-4.204747213689269,-96.53157186156761,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2012-06-25 00:00:00+09:00,엔하2터치,롱,19858.533203125,20418.533203125,5,5봉경과,2.8199464395078118,8.479322021415847,False,상승,상승,강한신호,강한신호,,False
SK하이닉스,000660.KS,2012-09-06 00:00:00+09:00,엔하2터치,롱,18006.220703125,19384.6875,1,MA50복귀,7.6555031708334305,-39.01843777471379,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2013-06-25 00:00:00+09:00,엔하2터치,롱,25415.474609375,26406.25,2,MA50복귀,3.8983155178205204,24.62484309103354,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2013-07-02 00:00:00+09:00,엔하2터치,롱,24812.396484375,24424.703125,5,5봉경과,-1.5624986470740156,-91.03671325227614,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2013-07-19 00:00:00+09:00,엔하2터치,롱,24467.77734375,24252.3984375,5,5봉경과,-0.8802552975046422,-14.50375875637051,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2013-08-22 00:00:00+09:00,엔하2터치,롱,24166.240234375,23649.3203125,5,5봉경과,-2.1390167310333736,-8.207680320864661,False,상승,상승,강한신호,강한신호,,False
SK하이닉스,000660.KS,2013-08-28 00:00:00+09:00,엔하2터치,롱,23864.69921875,24510.8515625,4,MA50복귀,2.707565420486555,47.50281699862933,True,상승,상승,강한신호,강한신호,,False
SK하이닉스,000660.KS,2013-09-06 00:00:00+09:00,엔하2터치,롱,23347.7734375,24510.8515625,1,MA50복귀,4.981537653316112,17.218386022988806,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2014-03-31 00:00:00+09:00,엔하2터치,롱,31015.498046875,31877.02734375,5,5봉경과,2.777738070086559,31.92518944030601,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2014-04-03 00:00:00+09:00,엔하2터치,롱,31489.3359375,32480.123046875,5,5봉경과,3.146421097420134,42.29537817291559,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2014-04-07 00:00:00+09:00,엔하2터치,롱,31877.02734375,31790.880859375,5,5봉경과,-0.27024629193314786,-34.3260548456187,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2014-08-06 00:00:00+09:00,엔하2터치,롱,39113.984375,37821.671875,5,5봉경과,-3.3039653736375456,-74.96676880058352,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2014-08-27 00:00:00+09:00,엔하2터치,롱,39070.90625,36012.44140625,5,5봉경과,-7.827985417538145,-104.41458067353119,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2015-03-04 00:00:00+09:00,엔하2터치,롱,39798.7890625,37631.10546875,5,5봉경과,-5.446606906420873,-70.13460624785989,False,상승,하락,강한신호,약한신호,,False
SK하이닉스,000660.KS,2015-04-20 00:00:00+09:00,엔하2터치,롱,38368.125,39712.078125,3,MA50복귀,3.502785515320334,20.55784825770754,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2015-08-31 00:00:00+09:00,엔하2터치,롱,31041.32421875,30130.890625,5,5봉경과,-2.932972792443138,-57.9993045855647,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2015-09-15 00:00:00+09:00,엔하2터치,롱,29133.75390625,30260.95703125,5,5봉경과,3.869062423700173,-5.989179748082005,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2015-09-24 00:00:00+09:00,엔하2터치,롱,29350.52734375,30651.142578125,5,MA50복귀,4.431318112762827,87.18323244076609,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2015-11-30 00:00:00+09:00,엔하2터치,롱,27399.6015625,26619.234375,5,5봉경과,-2.8480968444739587,-82.24575742793418,False,상승,상승,강한신호,강한신호,,False
SK하이닉스,000660.KS,2016-02-03 00:00:00+09:00,엔하2터치,롱,24192.705078125,24413.0390625,5,5봉경과,0.9107455477321782,-69.24306318007783,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2016-02-11 00:00:00+09:00,엔하2터치,롱,23928.3046875,26484.1875,4,MA50복귀,10.68142037590811,89.72988085531593,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2017-03-17 00:00:00+09:00,엔하2터치,롱,41751.26953125,44207.234375,5,5봉경과,5.882371653182327,69.69134029688082,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2017-08-11 00:00:00+09:00,엔하2터치,롱,54834.8203125,59032.27734375,2,MA50복귀,7.65472925292537,30.070840797372025,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2017-12-21 00:00:00+09:00,엔하2터치,롱,68766.8203125,69346.6875,5,5봉경과,0.8432368762506174,-10.789972384462494,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2018-01-10 00:00:00+09:00,엔하2터치,롱,65997.0546875,67083.421875,5,5봉경과,1.6460843482243466,26.132853447556734,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2018-01-30 00:00:00+09:00,엔하2터치,롱,66178.109375,63552.71484375,5,5봉경과,-3.967164604798745,-113.04823556228524,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2018-02-02 00:00:00+09:00,엔하2터치,롱,65363.33203125,66449.703125,5,5봉경과,1.662049745613656,83.11353816154342,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2018-06-18 00:00:00+09:00,엔하2터치,롱,76045.984375,79486.15625,2,MA50복귀,4.5238047784820985,53.04795632178117,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2018-06-26 00:00:00+09:00,엔하2터치,롱,76317.5703125,77947.125,5,5봉경과,2.1352287301959567,-7.023999872770739,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2018-06-28 00:00:00+09:00,엔하2터치,롱,75593.328125,78037.6484375,5,5봉경과,3.2335132916202713,68.15294386897666,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2018-08-02 00:00:00+09:00,엔하2터치,롱,75321.734375,70614.1171875,5,5봉경과,-6.250011668693735,-82.79898671171497,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2018-09-21 00:00:00+09:00,엔하2터치,롱,69437.2265625,63371.64453125,5,5봉경과,-8.735346055030595,-86.18167234084262,False,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2018-11-20 00:00:00+09:00,엔하2터치,롱,61108.3671875,64095.8984375,5,5봉경과,4.888907014702748,77.8294577295219,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2019-07-08 00:00:00+09:00,엔하2터치,롱,62579.73046875,67686.3984375,2,MA50복귀,8.160258809839522,96.60042345561668,True,상승,상승,강한신호,강한신호,,False
SK하이닉스,000660.KS,2019-12-03 00:00:00+09:00,엔하2터치,롱,73071.5859375,74928.5546875,5,5봉경과,2.5413007343077414,78.74582979671038,True,하락,하락,약한신호,약한신호,,False
SK하이닉스,000660.KS,2020-03-06 00:00:00+09:00,엔하2터치,롱,86894.0859375,77416.4375,5,5봉경과,-10.907127148235329,-132.25486803650892,False,하락,하락,약한신호,약한신호,학습,False
SK하이닉스,000660.KS,2020-04-21 00:00:00+09:00,엔하2터치,롱,76290.3984375,78261.0078125,5,5봉경과,2.583037204366416,-27.02836517449498,False,상승,상승,강한신호,강한신호,학습,False
SK하이닉스,000660.KS,2020-08-03 00:00:00+09:00,엔하2터치,롱,76759.578125,76384.2421875,5,5봉경과,-0.4889760296607935,-18.386182713187196,False,하락,하락,약한신호,약한신호,학습,False
SK하이닉스,000660.KS,2020-09-09 00:00:00+09:00,엔하2터치,롱,72536.875,76853.3984375,4,MA50복귀,5.950798731679577,15.25122128623164,False,상승,하락,강한신호,약한신호,학습,False
SK하이닉스,000660.KS,2021-06-08 00:00:00+09:00,엔하2터치,롱,120867.9609375,121815.9609375,5,5봉경과,0.7843269569925186,41.55187554507851,False,상승,상승,강한신호,강한신호,학습,False
SK하이닉스,000660.KS,2021-07-09 00:00:00+09:00,엔하2터치,롱,113284.1171875,115180.0703125,5,5봉경과,1.6736266054507447,23.241268205975068,True,하락,하락,약한신호,약한신호,학습,False
SK하이닉스,000660.KS,2021-07-19 00:00:00+09:00,엔하2터치,롱,112810.1328125,110914.140625,5,5봉경과,-1.6806931613592722,-23.474550407901994,False,하락,하락,약한신호,약한신호,학습,False
SK하이닉스,000660.KS,2021-08-05 00:00:00+09:00,엔하2터치,롱,113758.09375,95272.40625,5,5봉경과,-16.249997596324878,-137.52715203488464,False,상승,하락,강한신호,약한신호,학습,False
SK하이닉스,000660.KS,2022-01-27 00:00:00+09:00,엔하2터치,롱,108911.671875,118987.203125,2,MA50복귀,9.25110328079793,68.55778143055204,True,하락,하락,약한신호,약한신호,학습,False
SK하이닉스,000660.KS,2022-03-07 00:00:00+09:00,엔하2터치,롱,114669.1328125,111310.6328125,5,5봉경과,-2.9288614273307667,-82.60592679996832,False,하락,하락,약한신호,약한신호,학습,False
SK하이닉스,000660.KS,2022-03-24 00:00:00+09:00,엔하2터치,롱,115628.71875,113513.546875,5,5봉경과,-1.8292790042698626,-33.074130249635786,False,하락,하락,약한신호,약한신호,학습,False
SK하이닉스,000660.KS,2022-08-29 00:00:00+09:00,엔하2터치,롱,89264.0625,87913.0625,5,5봉경과,-1.5134870206024962,-41.36775246076733,False,하락,하락,약한신호,약한신호,학습,False
SK하이닉스,000660.KS,2022-08-31 00:00:00+09:00,엔하2터치,롱,91869.609375,87237.5390625,5,5봉경과,-5.042005015600405,-13.142385574270538,False,상승,하락,강한신호,약한신호,학습,False
SK하이닉스,000660.KS,2022-09-02 00:00:00+09:00,엔하2터치,롱,88492.0625,91483.625,5,5봉경과,3.3805998136838546,49.219472670702096,True,하락,하락,약한신호,약한신호,학습,False
SK하이닉스,000660.KS,2022-10-07 00:00:00+09:00,엔하2터치,롱,88335.921875,91047.984375,2,MA50복귀,3.0701694649632025,-20.130727638875058,False,상승,하락,강한신호,약한신호,학습,False
SK하이닉스,000660.KS,2023-04-04 00:00:00+09:00,엔하2터치,롱,82451.1015625,86939.5625,3,MA50복귀,5.443785289026896,66.97011673391307,False,상승,상승,강한신호,강한신호,검증,False
SK하이닉스,000660.KS,2023-04-06 00:00:00+09:00,엔하2터치,롱,81768.0703125,86939.5625,1,MA50복귀,6.3245863180281345,46.93957381530903,True,상승,상승,강한신호,강한신호,검증,False
SK하이닉스,000660.KS,2023-09-27 00:00:00+09:00,엔하2터치,롱,112501.828125,117896.421875,2,MA50복귀,4.795116523800933,53.463162141942675,True,하락,하락,약한신호,약한신호,검증,False
SK하이닉스,000660.KS,2024-11-27 00:00:00+09:00,엔하2터치,롱,166186.78125,165890.5625,5,5봉경과,-0.17824447153494646,-1.7693938036693595,False,하락,하락,약한신호,약한신호,검증,False
SK하이닉스,000660.KS,2025-01-02 00:00:00+09:00,엔하2터치,롱,169050.359375,179616.015625,1,MA50복귀,6.250005199079453,25.403368531848635,False,상승,상승,강한신호,강한신호,검증,False
SK하이닉스,000660.KS,2025-03-11 00:00:00+09:00,엔하2터치,롱,186640.875,197672.328125,1,MA50복귀,5.910523686196821,27.23541124033988,False,하락,하락,약한신호,약한신호,검증,False
SK하이닉스,000660.KS,2025-04-28 00:00:00+09:00,엔하2터치,롱,180876.65625,189125.421875,5,5봉경과,4.560436817009104,12.064793106105832,False,상승,상승,강한신호,강한신호,검증,False
SK하이닉스,000660.KS,2025-08-27 00:00:00+09:00,엔하2터치,롱,258861.921875,261728.453125,5,5봉경과,1.1073591779111487,-83.40734658294015,False,하락,하락,약한신호,약한신호,검증,False
SK하이닉스,000660.KS,2025-09-01 00:00:00+09:00,엔하2터치,롱,255247.5625,272696.15625,4,MA50복귀,6.835949216948937,13.062245931152475,False,하락,하락,약한신호,약한신호,검증,False
